Id,MarketPlaceValuation,MarketPlaceOffer,MarketPlaceEGP,DirectValuation,DirectOffer,DirectEGP,GrossProfit,Type
3535841,150,5,35,150,115,35,35,Direct
3536058,200,35,35,190,155,35,35,Direct
3536109,300,100,35,275,240,35,35,Direct
3536356,250,65,40,220,180,40,40,Direct
3536577,225,30,20,140,120,20,20,Direct
3536607,50,0,35,140,105,35,35,Direct
3525562,125,0,35,190,155,35,35,Direct
3536828,175,0,50,210,160,50,50,Direct
3537126,225,45,50,285,235,50,50,Direct
3537560,200,30,35,125,90,35,35,Direct
3537896,100,0,50,205,155,50,50,Direct
3537981,100,0,35,260,225,35,35,Direct
3536794,125,0,35,285,250,35,35,Direct
3538496,100,0,35,120,85,35,35,Direct
3538849,300,85,35,185,150,35,35,Direct
3539066,400,140,50,275,225,50,50,Direct
3539100,75,0,50,230,180,50,50,Direct
3539215,200,30,35,240,205,35,35,Direct
3539368,225,35,40,275,235,40,40,Direct
3453362,275,60,35,170,135,35,35,Direct
3539432,150,0,50,250,200,50,50,Direct
3539449,175,15,35,230,195,35,35,Direct
3539466,150,0,50,220,170,50,50,Direct
3539585,100,0,20,140,120,20,20,Direct
3539853,175,5,35,135,100,35,35,Direct
3540036,250,30,35,100,65,35,35,Direct
3540453,75,0,35,245,210,35,35,Direct
3540738,125,0,20,120,100,20,20,Direct
3540755,250,50,35,155,120,35,35,Direct
3540921,250,105,35,175,140,35,35,Direct
3541036,275,60,50,270,220,50,50,Direct
3541189,350,115,75,300,225,75,75,Direct
3541487,100,0,35,185,150,35,35,Direct
3541772,375,120,35,205,170,35,35,Direct
3542040,100,0,35,155,120,35,35,Direct
3542525,50,0,35,180,145,35,35,Direct
3542640,100,0,50,200,150,50,50,Direct
3542942,75,0,50,250,200,50,50,Direct
3543142,75,0,20,50,30,20,20,Direct
3543210,100,0,35,175,140,35,35,Direct
3543997,325,85,20,175,155,20,20,Direct
3544044,175,10,20,150,130,20,20,Direct
3544248,200,20,20,65,45,20,20,Direct
3544780,625,300,55,410,355,55,55,Direct
3544882,225,45,35,150,115,35,35,Direct
3542657,250,60,35,125,90,35,35,Direct
3541840,100,0,20,140,120,20,20,Direct
3545167,175,5,35,255,220,35,35,Direct
3510757,75,0,35,225,190,35,35,Direct
3510791,500,195,50,275,225,50,50,Direct
3511000,100,0,50,230,180,50,50,Direct
3511193,300,70,50,275,225,50,50,Direct
3511227,300,70,50,265,215,50,50,Direct
3511393,350,115,50,230,180,50,50,Direct
3511427,175,0,35,175,140,35,35,Direct
3511629,225,35,35,260,225,35,35,Direct
3512029,200,30,20,195,175,20,20,Direct
3512365,225,45,60,175,115,60,60,Direct
3512363,175,15,35,195,160,35,35,Direct
3512806,100,0,25,75,50,25,25,Direct
3512908,550,260,80,730,650,80,80,Direct
3512899,225,35,35,150,115,35,35,Direct
3512906,350,150,35,190,155,35,35,Direct
3513272,75,0,50,225,175,50,50,Direct
3513501,175,5,50,225,175,50,50,Direct
3513499,325,85,35,230,195,35,35,Direct
3513506,200,20,50,205,155,50,50,Direct
3513799,225,35,35,155,120,35,35,Direct
3513901,125,0,35,140,105,35,35,Direct
3513942,175,10,35,135,100,35,35,Direct
3513999,100,0,50,265,215,50,50,Direct
3514444,125,0,35,100,65,35,35,Direct
3514771,125,0,25,75,50,25,25,Direct
3514837,75,0,20,140,120,20,20,Direct
3514880,125,0,35,225,190,35,35,Direct
3514978,100,0,50,210,160,50,50,Direct
3515114,75,0,35,125,90,35,35,Direct
3515244,250,50,35,190,155,35,35,Direct
3514442,150,0,35,225,190,35,35,Direct
3515580,225,45,50,230,180,50,50,Direct
3515637,200,30,35,150,115,35,35,Direct
3515973,125,0,35,225,190,35,35,Direct
3516014,175,5,20,155,135,20,20,Direct
3516209,75,0,50,230,180,50,50,Direct
3516180,125,0,75,275,200,75,75,Direct
3516207,50,0,50,250,200,50,50,Direct
3516216,75,0,35,140,105,35,35,Direct
3516473,250,65,37,142,105,37,37,Direct
3516607,150,0,35,150,115,35,35,Direct
3516809,175,5,35,180,145,35,35,Direct
3516852,150,0,35,150,115,35,35,Direct
3517009,175,5,35,155,120,35,35,Direct
3517252,275,70,35,185,150,35,35,Direct
3517250,100,0,35,100,65,35,35,Direct
3517779,75,0,35,155,120,35,35,Direct
3517786,175,10,35,155,120,35,35,Direct
3518086,200,20,20,155,135,20,20,Direct
3518379,175,5,35,140,105,35,35,Direct
3518488,175,5,75,375,300,75,75,Direct
3518545,175,10,50,255,205,50,50,Direct
3518781,400,165,50,275,225,50,50,Direct
3543375,75,0,15,70,55,15,15,Direct
3543614,175,5,35,165,130,35,35,Direct
3543818,125,0,35,170,135,35,35,Direct
3543843,175,15,35,155,120,35,35,Direct
3543839,250,55,20,170,150,20,20,Direct
3544125,125,0,35,180,145,35,35,Direct
3544282,100,0,35,285,250,35,35,Direct
3544393,175,10,35,255,220,35,35,Direct
3544418,200,25,25,85,60,25,25,Direct
3544929,100,0,50,210,160,50,50,Direct
3541560,250,70,40,205,165,40,40,Direct
3542296,175,5,35,180,145,35,35,Direct
3545129,125,0,35,150,115,35,35,Direct
3545397,100,0,50,225,175,50,50,Direct
3545622,275,75,50,250,200,50,50,Direct
3545686,150,5,35,150,115,35,35,Direct
3545729,150,5,35,140,105,35,35,Direct
3545754,200,30,35,190,155,35,35,Direct
3545972,200,30,35,185,150,35,35,Direct
3545979,125,0,50,300,250,50,50,Direct
3546115,100,0,50,200,150,50,50,Direct
3546358,100,0,20,80,60,20,20,Direct
3546422,300,75,50,280,230,50,50,Direct
3546715,200,20,50,235,185,50,50,Direct
3547090,225,30,20,155,135,20,20,Direct
3455706,200,10,35,195,160,35,35,Direct
3547319,100,0,50,250,200,50,50,Direct
3547383,175,15,35,185,150,35,35,Direct
3547712,250,45,35,125,90,35,35,Direct
3548044,400,140,35,185,150,35,35,Direct
3548187,225,40,35,190,155,35,35,Direct
3548269,175,10,35,175,140,35,35,Direct
3548455,200,20,35,190,155,35,35,Direct
3548469,100,0,35,180,145,35,35,Direct
3548923,125,0,20,150,130,20,20,Direct
3538109,175,15,25,75,50,25,25,Direct
3549073,100,0,40,290,250,40,40,Direct
3549187,275,70,35,180,145,35,35,Direct
3549273,275,55,35,185,150,35,35,Direct
3549898,100,0,35,150,115,35,35,Direct
3549923,50,0,35,125,90,35,35,Direct
3550073,200,35,60,130,70,60,60,Direct
3550127,75,0,35,125,90,35,35,Direct
3550384,250,65,50,310,260,50,50,Direct
3550316,125,0,35,295,260,35,35,Direct
3550409,225,45,25,85,60,25,25,Direct
3460347,175,5,50,200,150,50,50,Direct
3550609,175,10,35,150,115,35,35,Direct
3550652,75,0,35,245,210,35,35,Direct
3550770,100,0,35,190,155,35,35,Direct
3550984,175,15,100,230,130,100,100,Direct
3551059,250,65,35,190,155,35,35,Direct
3551170,175,10,40,210,170,40,40,Direct
3551238,200,25,25,75,50,25,25,Direct
3551345,250,50,75,335,260,75,75,Direct
3551413,100,0,20,50,30,20,20,Direct
3551545,200,25,35,170,135,35,35,Direct
3551720,200,30,35,285,250,35,35,Direct
3551745,125,0,50,275,225,50,50,Direct
3551970,175,10,25,85,60,25,25,Direct
3528992,200,35,35,125,90,35,35,Direct
3552213,200,25,25,65,40,25,25,Direct
3550009,375,140,35,260,225,35,35,Direct
3553085,225,30,35,220,185,35,35,Direct
3539823,275,120,50,200,150,50,50,Direct
3539887,125,0,20,45,25,20,20,Direct
3491891,300,85,35,200,165,35,35,Direct
3539955,175,10,50,250,200,50,50,Direct
3540423,100,0,50,250,200,50,50,Direct
3540534,250,50,35,150,115,35,35,Direct
3540666,75,0,20,35,15,20,20,Direct
3540768,175,20,50,200,150,50,50,Direct
3540798,350,135,50,200,150,50,50,Direct
3512147,175,10,50,275,225,50,50,Direct
3540632,50,0,35,150,115,35,35,Direct
3541325,250,55,40,280,240,40,40,Direct
3541525,275,70,35,150,115,35,35,Direct
3541593,200,15,35,175,140,35,35,Direct
3541802,150,0,50,220,170,50,50,Direct
3541759,175,15,50,275,225,50,50,Direct
3542129,125,0,35,200,165,35,35,Direct
3542095,275,60,20,170,150,20,20,Direct
3542270,100,0,0,5,5,0,0,Direct
3542797,175,5,15,70,55,15,15,Direct
3543040,125,0,50,230,180,50,50,Direct
3543129,275,55,20,160,140,20,20,Direct
3543231,350,115,35,260,225,35,35,Direct
3543665,175,10,60,175,115,60,60,Direct
3543831,125,0,35,150,115,35,35,Direct
3543874,100,0,35,295,260,35,35,Direct
3544299,50,0,35,170,135,35,35,Direct
3544644,200,25,35,195,160,35,35,Direct
3544712,300,85,50,215,165,50,50,Direct
3545069,1675,1130,600,1820,1220,600,600,Direct
3545673,200,15,50,200,150,50,50,Direct
3545912,175,10,35,145,110,35,35,Direct
3545882,100,0,20,130,110,20,20,Direct
3546141,200,25,50,260,210,50,50,Direct
3546146,175,5,35,265,230,35,35,Direct
3485416,275,70,40,285,245,40,40,Direct
3546439,50,0,35,110,75,35,35,Direct
3546507,150,0,50,250,200,50,50,Direct
3546775,350,135,50,295,245,50,50,Direct
3546809,150,0,50,235,185,50,50,Direct
3546950,200,30,35,155,120,35,35,Direct
3546907,25,0,35,125,90,35,35,Direct
3547209,75,0,35,190,155,35,35,Direct
3547911,300,100,50,250,200,50,50,Direct
3548052,75,0,50,230,180,50,50,Direct
3548179,325,105,35,180,145,35,35,Direct
3548320,325,90,50,205,155,50,50,Direct
3548018,200,30,60,105,45,60,60,Direct
3548413,250,40,35,185,150,35,35,Direct
3548447,200,30,50,220,170,50,50,Direct
3548486,300,75,50,275,225,50,50,Direct
3548511,175,10,35,160,125,35,35,Direct
3548579,175,5,35,190,155,35,35,Direct
3548779,100,0,50,275,225,50,50,Direct
3548822,275,85,35,125,90,35,35,Direct
3548890,125,0,35,155,120,35,35,Direct
3548979,250,45,75,300,225,75,75,Direct
3549081,75,0,35,150,115,35,35,Direct
3549656,125,0,25,85,60,25,25,Direct
3549715,350,115,75,330,255,75,75,Direct
3549758,250,50,35,155,120,35,35,Direct
3549952,175,10,50,235,185,50,50,Direct
3549905,125,0,24,79,55,24,24,Direct
3541446,175,0,20,135,115,20,20,Direct
3551105,225,30,35,150,115,35,35,Direct
3551623,275,75,50,370,320,50,50,Direct
3552027,125,0,50,220,170,50,50,Direct
3552078,200,30,35,195,160,35,35,Direct
3552309,200,25,35,175,140,35,35,Direct
3552913,25,0,35,160,125,35,35,Direct
3553010,100,0,20,25,5,20,20,Direct
3553014,75,0,50,220,170,50,50,Direct
3553095,175,15,50,225,175,50,50,Direct
3545794,125,0,35,125,90,35,35,Direct
3553381,200,25,35,175,140,35,35,Direct
3553482,250,50,40,200,160,40,40,Direct
3553649,50,0,50,235,185,50,50,Direct
3553814,175,15,35,150,115,35,35,Direct
3554167,175,10,35,160,125,35,35,Direct
3554282,150,0,35,160,125,35,35,Direct
3554581,200,15,35,140,105,35,35,Direct
3474198,200,20,60,135,75,60,60,Direct
3554968,125,0,20,80,60,20,20,Direct
3555099,225,45,35,280,245,35,35,Direct
3555253,75,0,35,225,190,35,35,Direct
3555368,125,0,35,150,115,35,35,Direct
3555903,125,0,25,90,65,25,25,Direct
3556839,125,0,40,265,225,40,40,Direct
3556972,300,80,50,200,150,50,50,Direct
3557558,100,0,20,135,115,20,20,Direct
3558044,175,10,35,125,90,35,35,Direct
3558979,75,0,20,135,115,20,20,Direct
3559698,125,0,35,155,120,35,35,Direct
3559916,75,0,50,205,155,50,50,Direct
3560465,200,20,20,160,140,20,20,Direct
3560601,200,20,35,125,90,35,35,Direct
3542668,100,0,20,70,50,20,20,Direct
3560902,150,0,50,260,210,50,50,Direct
3560984,200,5,35,135,100,35,35,Direct
3561052,125,0,50,200,150,50,50,Direct
3561434,125,0,50,325,275,50,50,Direct
3561452,350,115,50,275,225,50,50,Direct
3560197,200,20,20,130,110,20,20,Direct
3561651,100,0,20,45,25,20,20,Direct
3564345,275,55,35,180,145,35,35,Direct
3562306,275,85,20,180,160,20,20,Direct
3563055,175,5,20,75,55,20,20,Direct
3563255,300,85,35,255,220,35,35,Direct
3564795,225,55,20,180,160,20,20,Direct
3564846,175,10,20,160,140,20,20,Direct
3555035,125,0,35,145,110,35,35,Direct
3565145,400,145,35,285,250,35,35,Direct
3565731,325,120,50,275,225,50,50,Direct
3565999,525,220,50,275,225,50,50,Direct
3566064,100,0,35,150,115,35,35,Direct
3566549,175,5,20,140,120,20,20,Direct
3555653,300,80,50,325,275,50,50,Direct
3567268,250,55,35,185,150,35,35,Direct
3567553,200,30,20,65,45,20,20,Direct
3568272,225,35,35,175,140,35,35,Direct
3544624,125,0,20,75,55,20,20,Direct
3544874,250,65,50,260,210,50,50,Direct
3520123,50,0,20,130,110,20,20,Direct
3545224,150,0,20,130,110,20,20,Direct
3545374,250,40,50,205,155,50,50,Direct
3545609,300,75,20,180,160,20,20,Direct
3545709,100,0,50,220,170,50,50,Direct
3546145,175,10,35,150,115,35,35,Direct
3546159,50,0,35,155,120,35,35,Direct
3546195,250,45,35,185,150,35,35,Direct
3546596,50,0,20,150,130,20,20,Direct
3546645,175,15,35,155,120,35,35,Direct
3547196,100,0,35,190,155,35,35,Direct
3464986,200,25,35,245,210,35,35,Direct
3547432,75,0,35,125,90,35,35,Direct
3547445,225,45,50,245,195,50,50,Direct
3547596,100,0,35,140,105,35,35,Direct
3547796,75,0,50,275,225,50,50,Direct
3548368,125,0,35,190,155,35,35,Direct
3548417,475,165,50,275,225,50,50,Direct
3548481,175,0,20,50,30,20,20,Direct
3527961,225,45,35,150,115,35,35,Direct
3549168,175,10,35,150,115,35,35,Direct
3549367,100,0,35,210,175,35,35,Direct
3549517,375,120,75,340,265,75,75,Direct
3549653,200,25,35,170,135,35,35,Direct
3549604,225,35,20,180,160,20,20,Direct
3549768,225,45,20,180,160,20,20,Direct
3549803,225,35,35,220,185,35,35,Direct
3550039,25,0,35,235,200,35,35,Direct
3550353,325,105,50,200,150,50,50,Direct
3550454,300,85,50,230,180,50,50,Direct
3550975,75,0,50,250,200,50,50,Direct
3551025,100,0,35,235,200,35,35,Direct
3551039,175,0,40,210,170,40,40,Direct
3551289,200,15,50,235,185,50,50,Direct
3551439,125,0,20,165,145,20,20,Direct
3551576,175,10,35,185,150,35,35,Direct
3551776,175,15,35,190,155,35,35,Direct
3551825,375,120,50,270,220,50,50,Direct
3552126,175,20,50,325,275,50,50,Direct
3552376,175,10,50,205,155,50,50,Direct
3530684,175,5,20,180,160,20,20,Direct
3552676,125,0,25,75,50,25,25,Direct
3543702,175,10,35,185,150,35,35,Direct
3532320,275,40,35,150,115,35,35,Direct
3553097,375,120,50,375,325,50,50,Direct
3553197,75,0,45,150,105,45,45,Direct
3499782,175,10,50,260,210,50,50,Direct
3553597,75,0,50,225,175,50,50,Direct
3553598,275,85,35,145,110,35,35,Direct
3553797,150,0,35,150,115,35,35,Direct
3554584,100,0,35,155,120,35,35,Direct
3554933,200,30,25,95,70,25,25,Direct
3555133,75,0,25,50,25,25,25,Direct
3555183,100,0,35,100,65,35,35,Direct
3555283,225,25,35,135,100,35,35,Direct
3555320,100,0,35,150,115,35,35,Direct
3555319,50,0,35,235,200,35,35,Direct
3555520,150,0,35,105,70,35,35,Direct
3536639,225,45,50,250,200,50,50,Direct
3536803,175,10,35,165,130,35,35,Direct
3536832,225,40,35,185,150,35,35,Direct
3537482,150,0,35,155,120,35,35,Direct
3537582,250,65,40,220,180,40,40,Direct
3537632,75,0,35,120,85,35,35,Direct
3537739,150,5,20,160,140,20,20,Direct
3538068,175,10,20,95,75,20,20,Direct
3527536,175,20,50,200,150,50,50,Direct
3538361,225,35,50,220,170,50,50,Direct
3538411,50,0,35,250,215,35,35,Direct
3539054,200,20,35,185,150,35,35,Direct
3539068,225,35,35,155,120,35,35,Direct
3539111,25,0,25,50,25,25,25,Direct
3539247,125,0,50,220,170,50,50,Direct
3539661,175,0,35,150,115,35,35,Direct
3518548,175,5,35,145,110,35,35,Direct
3540540,250,45,35,230,195,35,35,Direct
3540640,375,130,50,215,165,50,50,Direct
3523049,250,60,35,165,130,35,35,Direct
3540683,200,25,35,155,120,35,35,Direct
3533388,300,75,35,150,115,35,35,Direct
3540783,275,90,75,325,250,75,75,Direct
3540926,550,245,110,485,375,110,110,Direct
3540990,200,15,40,325,285,40,40,Direct
3541033,175,10,35,165,130,35,35,Direct
3541076,150,0,35,100,65,35,35,Direct
3541169,175,10,35,230,195,35,35,Direct
3541183,125,0,50,215,165,50,50,Direct
3541219,175,10,35,170,135,35,35,Direct
3541619,75,0,35,150,115,35,35,Direct
3541676,500,195,50,280,230,50,50,Direct
3541719,50,0,35,165,130,35,35,Direct
3541819,200,15,35,150,115,35,35,Direct
3542019,175,0,35,160,125,35,35,Direct
3542076,100,0,50,300,250,50,50,Direct
3542319,175,10,35,225,190,35,35,Direct
3542512,100,0,20,85,65,20,20,Direct
3542612,1175,620,500,1485,985,500,500,Direct
3542798,200,30,50,220,170,50,50,Direct
3542898,200,15,35,255,220,35,35,Direct
3542905,75,0,35,185,150,35,35,Direct
3542962,250,45,35,150,115,35,35,Direct
3542998,325,105,35,190,155,35,35,Direct
3543255,75,0,35,150,115,35,35,Direct
3543291,200,55,35,170,135,35,35,Direct
3543505,150,0,50,275,225,50,50,Direct
3543791,0,0,35,175,140,35,35,Direct
3543491,250,65,50,265,215,50,50,Direct
3536789,100,0,50,275,225,50,50,Direct
3544234,175,5,35,225,190,35,35,Direct
3544427,325,115,35,175,140,35,35,Direct
3544727,225,45,50,250,200,50,50,Direct
3544827,25,0,35,160,125,35,35,Direct
3545027,450,145,50,275,225,50,50,Direct
3541283,300,80,35,150,115,35,35,Direct
3539261,225,45,25,80,55,25,25,Direct
3545220,375,140,50,375,325,50,50,Direct
3545420,275,75,50,225,175,50,50,Direct
3545556,275,70,50,220,170,50,50,Direct
3545277,200,20,35,145,110,35,35,Direct
3545656,125,0,35,135,100,35,35,Direct
3535635,250,50,60,145,85,60,60,Direct
3535785,175,0,50,305,255,50,50,Direct
3535835,200,25,35,140,105,35,35,Direct
3535885,200,30,35,185,150,35,35,Direct
3535985,100,0,35,190,155,35,35,Direct
3536121,275,75,20,140,120,20,20,Direct
3536271,225,75,20,120,100,20,20,Direct
3536421,75,0,15,70,55,15,15,Direct
3536857,375,150,35,190,155,35,35,Direct
3536907,125,0,35,155,120,35,35,Direct
3537114,200,30,25,95,70,25,25,Direct
3537264,125,0,20,50,30,20,20,Direct
3537500,200,30,35,150,115,35,35,Direct
3534842,225,35,50,200,150,50,50,Direct
3537614,275,90,35,155,120,35,35,Direct
3538650,75,0,35,175,140,35,35,Direct
3538729,275,75,35,220,185,35,35,Direct
3538829,175,10,35,120,85,35,35,Direct
3539043,200,30,35,135,100,35,35,Direct
3539329,100,0,20,150,130,20,20,Direct
3539372,50,0,35,180,145,35,35,Direct
3539536,200,35,35,230,195,35,35,Direct
3539779,75,0,35,185,150,35,35,Direct
3539829,100,0,35,185,150,35,35,Direct
3540029,375,140,75,350,275,75,75,Direct
3538100,150,0,20,50,30,20,20,Direct
3540358,125,0,35,140,105,35,35,Direct
3540622,50,0,25,60,35,25,25,Direct
3540908,275,75,50,265,215,50,50,Direct
3540965,150,0,20,125,105,20,20,Direct
3541194,175,10,35,160,125,35,35,Direct
3541444,75,0,35,170,135,35,35,Direct
3541687,200,35,50,200,150,50,50,Direct
3541851,50,0,36,111,75,36,36,Direct
3542087,200,30,35,150,115,35,35,Direct
3542244,175,15,50,275,225,50,50,Direct
3542280,200,15,40,205,165,40,40,Direct
3542594,250,40,35,170,135,35,35,Direct
3542630,50,0,35,175,140,35,35,Direct
3542637,275,55,35,145,110,35,35,Direct
3542887,125,0,20,75,55,20,20,Direct
3543037,375,120,20,190,170,20,20,Direct
3543430,150,0,55,170,135,35,35,Direct
3543609,125,0,50,275,225,50,50,Direct
3543666,100,0,35,160,125,35,35,Direct
3543766,475,170,40,285,245,40,40,Direct
3544102,200,30,50,375,325,50,50,Direct
3544209,350,125,50,375,325,50,50,Direct
3544595,225,45,20,160,140,20,20,Direct
3545138,200,30,24,99,75,24,24,Direct
3545295,175,5,35,180,145,35,35,Direct
3545395,150,0,40,220,180,40,40,Direct
3450910,325,120,75,350,275,75,75,Direct
3545731,200,20,60,185,125,60,60,Direct
3545831,175,15,50,210,160,50,50,Direct
3546038,50,0,35,150,115,35,35,Direct
3545197,325,105,35,160,125,35,35,Direct
3545333,175,0,50,225,175,50,50,Direct
3545533,150,0,35,175,140,35,35,Direct
3545784,125,0,35,140,105,35,35,Direct
3545852,200,25,35,165,130,35,35,Direct
3545967,125,0,35,155,120,35,35,Direct
3546571,125,0,35,125,90,35,35,Direct
3546971,200,20,50,285,235,50,50,Direct
3547086,100,0,35,195,160,35,35,Direct
3547273,50,0,20,35,15,20,20,Direct
3547371,300,85,50,220,170,50,50,Direct
3546669,200,20,20,140,120,20,20,Direct
3547507,75,0,35,110,75,35,35,Direct
3547554,325,90,50,240,190,50,50,Direct
3547741,75,0,50,220,170,50,50,Direct
3547873,100,0,35,190,155,35,35,Direct
3548039,200,25,35,155,120,35,35,Direct
3548124,150,0,50,380,330,50,50,Direct
3548690,75,0,25,95,70,25,25,Direct
3548741,225,45,50,275,225,50,50,Direct
3548941,175,10,35,125,90,35,35,Direct
3549026,50,0,50,205,155,50,50,Direct
3549111,300,95,50,225,175,50,50,Direct
3549345,325,120,50,220,170,50,50,Direct
3549545,125,0,20,145,125,20,20,Direct
3550966,150,0,35,190,155,35,35,Direct
3551183,375,155,50,230,180,50,50,Direct
3551349,125,0,50,305,255,50,50,Direct
3551468,225,60,100,200,100,100,100,Direct
3551885,275,90,20,170,150,20,20,Direct
3552353,75,0,35,190,155,35,35,Direct
3552434,275,60,50,220,170,50,50,Direct
3552638,175,5,35,175,140,35,35,Direct
3552804,100,0,35,140,105,35,35,Direct
3545886,175,15,35,150,115,35,35,Direct
3553136,375,150,50,325,275,50,50,Direct
3553404,250,50,50,255,205,50,50,Direct
3553689,150,0,50,200,150,50,50,Direct
3553774,100,0,35,105,70,35,35,Direct
3553906,350,115,50,300,250,50,50,Direct
3553957,200,30,40,240,200,40,40,Direct
3554025,175,10,35,155,120,35,35,Direct
3553940,175,0,35,125,90,35,35,Direct
3554323,250,65,35,185,150,35,35,Direct
3554272,100,0,35,290,255,35,35,Direct
3554910,25,0,25,90,65,25,25,Direct
3554974,200,30,35,150,115,35,35,Direct
3516687,125,0,35,265,230,35,35,Direct
3556931,150,0,35,170,135,35,35,Direct
3557114,100,0,35,120,85,35,35,Direct
3557514,200,20,20,85,65,20,20,Direct
3557782,200,30,50,260,210,50,50,Direct
3558084,125,0,35,115,80,35,35,Direct
3556348,100,0,35,180,145,35,35,Direct
3567518,100,0,50,225,175,50,50,Direct
3568872,75,0,40,240,200,40,40,Direct
3542735,250,55,35,235,200,35,35,Direct
3569089,200,40,35,185,150,35,35,Direct
3569407,150,5,20,85,65,20,20,Direct
3569408,200,30,35,190,155,35,35,Direct
3569475,225,35,75,350,275,75,75,Direct
3570075,125,0,35,120,85,35,35,Direct
3570676,200,15,50,265,215,50,50,Direct
3570926,125,0,20,85,65,20,20,Direct
3571615,325,105,50,220,170,50,50,Direct
3571748,125,0,35,225,190,35,35,Direct
3564978,175,5,35,190,155,35,35,Direct
3572015,175,10,50,230,180,50,50,Direct
3573569,175,15,50,375,325,50,50,Direct
3531267,450,140,75,350,275,75,75,Direct
3531271,100,0,50,250,200,50,50,Direct
3531404,200,30,20,160,140,20,20,Direct
3531586,200,15,25,95,70,25,25,Direct
3524651,250,40,20,160,140,20,20,Direct
3510879,325,155,50,220,170,50,50,Direct
3532203,400,125,35,190,155,35,35,Direct
3532407,225,30,20,75,55,20,20,Direct
3532421,225,15,35,160,125,35,35,Direct
3532540,200,25,20,85,65,20,20,Direct
3522997,125,0,25,75,50,25,25,Direct
3532872,200,20,35,115,80,35,35,Direct
3532957,350,125,35,160,125,35,35,Direct
3533008,175,10,50,325,275,50,50,Direct
3533276,150,0,50,225,175,50,50,Direct
3533390,200,30,35,250,215,35,35,Direct
3533408,150,0,35,150,115,35,35,Direct
3533425,125,0,35,245,210,35,35,Direct
3533493,175,10,35,125,90,35,35,Direct
3533944,250,45,35,105,70,35,35,Direct
3534025,175,10,35,180,145,35,35,Direct
3534279,175,15,35,200,165,35,35,Direct
3534811,275,85,50,340,290,50,50,Direct
3534829,125,0,35,190,155,35,35,Direct
3535365,250,65,35,125,90,35,35,Direct
3535130,175,10,25,70,45,25,25,Direct
3532003,175,0,35,190,155,35,35,Direct
3530485,100,0,35,155,120,35,35,Direct
3535748,150,5,35,295,260,35,35,Direct
3529281,75,0,20,155,135,20,20,Direct
3536151,75,0,50,275,225,50,50,Direct
3536084,125,0,50,230,180,50,50,Direct
3536283,75,0,35,150,115,35,35,Direct
3536415,150,0,20,170,150,20,20,Direct
3536501,125,0,50,230,180,50,50,Direct
3536484,100,0,35,155,120,35,35,Direct
3537033,175,0,20,185,165,20,20,Direct
3537084,225,30,50,200,150,50,50,Direct
3537270,175,10,50,240,190,50,50,Direct
3537301,325,105,50,220,170,50,50,Direct
3537687,175,15,50,275,225,50,50,Direct
3537705,125,0,50,220,170,50,50,Direct
3537738,150,0,35,225,190,35,35,Direct
3537802,400,165,50,325,275,50,50,Direct
3535880,200,35,50,215,165,50,50,Direct
3538006,125,0,35,160,125,35,35,Direct
3538555,200,30,35,295,260,35,35,Direct
3538888,225,45,20,140,120,20,20,Direct
3538905,125,0,20,140,120,20,20,Direct
3539342,175,0,35,155,120,35,35,Direct
3539491,100,0,20,170,150,20,20,Direct
3539559,100,0,35,180,145,35,35,Direct
3539959,575,265,75,395,320,75,75,Direct
3540045,50,0,35,125,90,35,35,Direct
3540445,300,145,35,145,110,35,35,Direct
3540577,275,75,35,140,105,35,35,Direct
3549817,100,0,35,150,115,35,35,Direct
3549826,150,0,35,155,120,35,35,Direct
3550017,150,0,60,135,75,60,60,Direct
3550251,50,0,35,140,105,35,35,Direct
3550349,100,0,35,130,95,35,35,Direct
3550592,200,15,35,175,140,35,35,Direct
3550694,50,0,35,140,105,35,35,Direct
3550758,225,25,35,140,105,35,35,Direct
3550826,200,20,50,385,335,50,50,Direct
3551060,125,0,50,235,185,50,50,Direct
3481663,75,0,35,160,125,35,35,Direct
3551260,200,20,35,135,100,35,35,Direct
3551421,175,5,35,150,115,35,35,Direct
3551664,200,30,35,185,150,35,35,Direct
3551753,275,70,40,210,170,40,40,Direct
3550719,100,0,20,140,120,20,20,Direct
3552498,150,0,50,225,175,50,50,Direct
3552600,200,20,40,200,160,40,40,Direct
3552859,200,25,35,145,110,35,35,Direct
3541202,200,25,35,135,100,35,35,Direct
3528064,50,0,20,60,40,20,20,Direct
3553025,250,65,35,150,115,35,35,Direct
3553166,225,35,50,285,235,50,50,Direct
3553098,250,40,50,235,185,50,50,Direct
3553527,100,0,25,55,30,25,25,Direct
3553566,75,0,35,150,115,35,35,Direct
3554093,125,0,20,160,140,20,20,Direct
3554068,375,135,110,440,330,110,110,Direct
3554161,100,0,35,125,90,35,35,Direct
3554463,75,0,35,170,135,35,35,Direct
3554697,150,0,35,155,120,35,35,Direct
3554770,175,15,35,280,245,35,35,Direct
3554829,175,10,50,220,170,50,50,Direct
3555038,325,125,75,330,255,75,75,Direct
3555072,175,15,35,125,90,35,35,Direct
3555297,175,5,35,155,120,35,35,Direct
3555331,175,10,35,175,140,35,35,Direct
3555667,200,30,60,195,135,60,60,Direct
3556165,125,0,35,160,125,35,35,Direct
3556267,50,0,20,45,25,20,20,Direct
3556803,175,5,35,150,115,35,35,Direct
3556833,100,0,20,160,140,20,20,Direct
3556978,225,35,35,150,115,35,35,Direct
3557310,125,0,50,210,160,50,50,Direct
3557637,100,0,20,140,120,20,20,Direct
